pair,lookback_window,event_type,context_type,context_value,horizon_bars,event_frequency_per_1000_bars,mean_forward_return,reversal_probability,sample_count,bars_observed,low_sample
EURUSD,96,sweep_high,session,london,4,28.538681948424067,-2.7405920073756843e-05,0.5084337349397591,1245,43625,False
EURUSD,96,sweep_high,session,london,8,28.538681948424067,-8.334801194228542e-05,0.5156626506024097,1245,43625,False
EURUSD,96,sweep_high,session,new_york,1,20.833333333333332,-8.045096333226701e-06,0.5222088835534213,1666,79968,False
EURUSD,96,sweep_high,session,new_york,2,20.833333333333332,-4.655124653647006e-05,0.5198079231692677,1666,79968,False
EURUSD,96,sweep_high,session,new_york,4,20.833333333333332,-5.0126774899383884e-05,0.5078031212484994,1666,79968,False
EURUSD,96,sweep_high,session,new_york,8,20.833333333333332,-8.379030300141154e-05,0.5114045618247299,1666,79968,False
EURUSD,96,sweep_low,session,asia,1,12.879827484806901,-2.2196478657655188e-05,0.532724505327245,657,51010,False
EURUSD,96,sweep_low,session,asia,2,12.879827484806901,-1.3829945802252464e-05,0.517503805175038,657,51010,False
EURUSD,96,sweep_low,session,asia,4,12.879827484806901,1.280246138438987e-05,0.5418569254185692,657,51010,False
EURUSD,96,sweep_low,session,asia,8,12.879827484806901,5.153858680335226e-05,0.5235920852359208,657,51010,False
EURUSD,96,sweep_low,session,london,1,30.487106017191977,-1.3705436877437811e-05,0.4932330827067669,1330,43625,False
EURUSD,96,sweep_low,session,london,2,30.487106017191977,-3.0593830281708705e-05,0.512781954887218,1330,43625,False
EURUSD,96,sweep_low,session,london,4,30.487106017191977,-4.7482820046606795e-05,0.5,1330,43625,False
EURUSD,96,sweep_low,session,london,8,30.487106017191977,-7.70670619125605e-05,0.4932330827067669,1330,43625,False
EURUSD,96,sweep_low,session,new_york,1,23.709483793517407,-8.413525102682763e-06,0.5100210970464135,1896,79968,False
EURUSD,96,sweep_low,session,new_york,2,23.709483793517407,-1.1674714132254583e-05,0.5068565400843882,1896,79968,False
